ano,id_inscrito,responsavel,nome_responsavel,titulo_livro,isbn,genero_livro,nome_pais_primeira_edicao,tipo_publicacao,autor_nome,autor_genero,autor_idade,autor_nome_pais,autor_nacionalidade,autor_indicador_atividade_economica_principal,autor_educacao_formal,autor_indicador_publicacao_outras_obras,autor_quantidade_obras_publicadas,editora_nome,editora_pais_origem,editora_local_sede,editora_ano_criacao,editora_linha_predominante,editora_canal_distribuicao,editora_tiragem_edicao,editora_financiamento_edicao,editora_grupo_financiamento,editora_site,indicador_outras_edicoes,outras_edicoes_nome_editora,outras_edicoes_ano_publicacao,outras_edicoes_nome_pais,indicador_semifinalista,indicador_finalista,indicador_vencedor
2022,202200040-099,Editora,Eduardo Lacerda ,Antes do sol de amanhã,9786558640561,Poesia,Brasil,"Livro em papel, impresso industrialmente",Maira Garcia,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-101,Editora,Eduardo Lacerda ,Ao caramujo um jeito esquerdo,9786558642404,Poesia,Brasil,"Livro em papel, impresso industrialmente",Maria Clara Aquino Damasceno,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-102,Editora,Eduardo Lacerda ,Quem tá vivo levanta a mão,9786558642251,Conto,Brasil,"Livro em papel, impresso industrialmente",Maria Fernanda Elias Maglio,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Sim,Sim,Não
2022,202200040-103,Editora,Eduardo Lacerda ,Trilharada,9786558641438,Conto,Brasil,"Livro em papel, impresso industrialmente",Marco Moretti,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-104,Editora,Eduardo Lacerda ,O chamado do caos,9786558641902,Romance,Brasil,"Livro em papel, impresso industrialmente",Marcos Siqueira,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-105,Editora,Eduardo Lacerda ,Onde nascem as perguntas,9786558642046,Poesia,Brasil,"Livro em papel, impresso industrialmente",Mariana Calil,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-106,Editora,Eduardo Lacerda ,Entre o caos e a humanidade,9786558642022,Crônica,Brasil,"Livro em papel, impresso industrialmente",Mariana Ferrari,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-107,Editora,Eduardo Lacerda ,Para onde vão as elefantas depois da chuva,9786558642367,Romance,Brasil,"Livro em papel, impresso industrialmente",Mariana Moreira,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-108,Editora,Eduardo Lacerda ,Noturna,9786558640912,Conto,Brasil,"Livro em papel, impresso industrialmente",Mariana Vieira,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-109,Editora,Eduardo Lacerda ,Contos de vista pontos de queda,9786558642138,Conto,Brasil,"Livro em papel, impresso industrialmente",Marina Monteiro,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-110,Editora,Eduardo Lacerda ,Leite de mulher,9786558642350,Poesia,Brasil,"Livro em papel, impresso industrialmente",Marina Ruivo,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-111,Editora,Eduardo Lacerda ,Uniplural,9786558641780,Poesia,Brasil,"Livro em papel, impresso industrialmente",Marlos Degani,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-112,Editora,Eduardo Lacerda ,Desejo maré,9786558640608,Poesia,Brasil,"Livro em papel, impresso industrialmente",Mateus De Moraes Servilha,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-113,Editora,Eduardo Lacerda ,O AradO de OdarA (Uma Distopia Tropical),9786558640981,Poesia,Brasil,"Livro em papel, impresso industrialmente",Mauricio Simionato,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-114,Editora,Eduardo Lacerda ,No crepúsculo da vida,9786558641926,Romance,Brasil,"Livro em papel, impresso industrialmente",Maze Torquato Chotil,Feminino,de 70 a 80 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-115,Editora,Eduardo Lacerda ,Tempos Tchapequara ,9786558640936,Poesia,Brasil,"Livro em papel, impresso industrialmente",Meire Pedroso,Feminino,de 60 a 70 anos,Brasil,Brasileira,,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,Editora Patuá,2021,BR,Não,Não,Não
2022,202200040-116,Editora,Eduardo Lacerda ,Ovelha diferente,9786558640622,Poesia,Brasil,"Livro em papel, impresso industrialmente",Milena De Moura,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-117,Editora,Eduardo Lacerda ,No caminho com os cronópios e outros percursos poéticos,9786558640219,Poesia,Brasil,"Livro em papel, impresso industrialmente",Nair Ferraz,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-118,Editora,Eduardo Lacerda ,Minha poesia chula,9786558641681,Poesia,Brasil,"Livro em papel, impresso industrialmente",Nataly Cavalcantti,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-119,Editora,Eduardo Lacerda ,Nas esquinas desse apartamento,9786558642152,Poesia,Brasil,"Livro em papel, impresso industrialmente",Nilson Nobre,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-120,Editora,Eduardo Lacerda ,Endereço,9786558641605,Conto,Brasil,"Livro em papel, impresso industrialmente",Olivia Nicoletti,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-121,Editora,Eduardo Lacerda ,Périplo,9786558640943,Poesia,Brasil,"Livro em papel, impresso industrialmente",Otto Leopoldo Winck,Masculino,de 50 a 60 anos,Brasil,Brasileira,,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-122,Editora,Eduardo Lacerda ,Oratórios d'Água,9786558641056,Poesia,Brasil,"Livro em papel, impresso industrialmente",Patricia Claudine Hoffmann,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-123,Editora,Eduardo Lacerda ,"Quando viajo de avião, ouço Bob Dylan",9786558640554,Crônica,Brasil,"Livro em papel, impresso industrialmente",Paula Bajer,Feminino,de 60 a 70 anos,Brasil,Brasileira,,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-124,Editora,Eduardo Lacerda ,Atrevidas,9786558640721,Poesia,Brasil,"Livro em papel, impresso industrialmente",Paula Quinaud,Feminino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-125,Editora,Eduardo Lacerda ,Foi o vento que me trouxe até aqui,9786558641995,Poesia,Brasil,"Livro em papel, impresso industrialmente",Paula Raia,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-126,Editora,Eduardo Lacerda ,Malemá,9786558640592,Poesia,Brasil,"Livro em papel, impresso industrialmente",Pedro Moreira,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-127,Editora,Eduardo Lacerda ,Mais brilhante que mancha de óleo boiando no córrego,9786558642268,Conto,Brasil,"Livro em papel, impresso industrialmente",Plinio Zuni,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-128,Editora,Eduardo Lacerda ,Poço do fim do mundo,9786558641223,Poesia,Brasil,"Livro em papel, impresso industrialmente",Rafael Lima De Abreu,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-129,Editora,Eduardo Lacerda ,Todo esse amor,9786558641377,Conto,Brasil,"Livro em papel, impresso industrialmente",Rafael Rodrigues,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-130,Editora,Eduardo Lacerda ,A dor cotidiana,9786558641292,Poesia,Brasil,"Livro em papel, impresso industrialmente",Raquel Reis,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-131,Editora,Eduardo Lacerda ,Disformia desatada,9786558642299,Poesia,Brasil,"Livro em papel, impresso industrialmente",Raquel Zepka,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-132,Editora,Eduardo Lacerda ,Matinada,9786558641933,Poesia,Brasil,"Livro em papel, impresso industrialmente",Renata Canin,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-133,Editora,Eduardo Lacerda ,O canto sedutor dos mortos e outras ressurreições ,9786558641810,Poesia,Brasil,"Livro em papel, impresso industrialmente",Renata Dalmora,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-134,Editora,Eduardo Lacerda ,Tapiribi,9786558642220,Romance,Brasil,"Livro em papel, impresso industrialmente",Rodrigo De Jesus,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-135,Editora,Eduardo Lacerda ,"Me dê um tiro, mas não me venha com poemas de amor",9786558640653,Poesia,Brasil,"Livro em papel, impresso industrialmente",Romulo Narducci,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-136,Editora,Eduardo Lacerda ,Espinho na carne,9786558641575,Poesia,Brasil,"Livro em papel, impresso industrialmente",Renato Bicudo,Feminino,de 60 a 70 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-137,Editora,Eduardo Lacerda ,Vísceras e sonhos - Poemas reunidos,9786558640646,Poesia,Brasil,"Livro em papel, impresso industrialmente",Sabrina Moura,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-138,Editora,Eduardo Lacerda ,Das multidões,9786558641384,Poesia,Brasil,"Livro em papel, impresso industrialmente",Sandra Ciccone Ginez,Feminino,de 60 a 70 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-139,Editora,Eduardo Lacerda ,Dói-me este mundo de violentas esperanças,9786558642107,Poesia,Brasil,"Livro em papel, impresso industrialmente",Sandro Ornellas,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-140,Editora,Eduardo Lacerda ,No fundo da última gaveta da cômoda,9786558640776,Conto,Brasil,"Livro em papel, impresso industrialmente",Sofia Boito,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-142,Editora,Eduardo Lacerda ,2020: Como eu posso explicar?,9786558640769,Crônica,Brasil,"Livro em papel, impresso industrialmente",Taimara Foresti,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-143,Editora,Eduardo Lacerda ,O amor ainda é uma falange,9786558640813,Poesia,Brasil,"Livro em papel, impresso industrialmente",Taina Brandes,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-144,Editora,Eduardo Lacerda ,Fruta estranha,9786558641827,Poesia,Brasil,"Livro em papel, impresso industrialmente",Tatiana Gouveia,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-145,Editora,Eduardo Lacerda ,Máquina de escrever retratos,9786558640844,Poesia,Brasil,"Livro em papel, impresso industrialmente",Tayara Causanilhas,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-146,Editora,Eduardo Lacerda ,Mulher-Palavra,9786558641278,Poesia,Brasil,"Livro em papel, impresso industrialmente",Thaise Santana,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-147,Editora,Eduardo Lacerda ,Vão,9786558642190,Poesia,Brasil,"Livro em papel, impresso industrialmente",Tina Zani,Feminino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-148,Editora,Eduardo Lacerda ,A rota dos ratos,9786558642121,Romance,Brasil,"Livro em papel, impresso industrialmente",Vanessa Molnar,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
